id,user_id,product_id,variant_id,quantity,created_at,updated_at
bf6ea56b-3249-4a5d-86f7-3947b7b62f60,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,b6ce3169-694b-4c53-97e3-97364d3c6f4b,f831dfaa-252d-49cd-9359-0e041067c2a7,1,2025-10-03 15:07:41.756240+00,2025-10-03 15:08:40.756240+00
6ef7259b-9589-4e8f-9fd4-fc8f05aace5b,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,1d19f678-f760-4786-9b01-1fb8917f0220,768d7e3e-b30a-4302-b609-2e9c40a7b450,1,2025-09-02 01:00:31.756240+00,2025-09-02 01:01:49.756240+00
08fcf041-dd2f-4c11-aaae-91a8548df52c,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,aa9058c2-3702-4840-909d-4536f8ef27e7,f5db1614-d905-4647-a363-e6f1666d779f,1,2025-09-02 01:01:06.756240+00,2025-09-02 01:03:05.756240+00
594c377d-2b7b-44af-b6f7-1d91e24fb6fe,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,b0de0f60-82c8-4e43-a209-4528f01d0b4a,e023286b-ba77-43ea-8ee0-f02e3c772f42,1,2025-10-05 20:20:29.756240+00,2025-10-05 20:21:54.756240+00
034dddef-b59d-4117-9153-2b748a3dbc43,d748c8ec-9b08-4724-9915-3adba92e0974,45e64d53-de11-4614-8e1b-3b16aac95357,f3f49c1c-4bc8-4873-96ec-5b00c17077fd,1,2025-09-05 19:31:30.756240+00,2025-09-05 19:31:44.756240+00
5f600be2-0e8b-4674-999a-1f5e9570fcee,d748c8ec-9b08-4724-9915-3adba92e0974,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd,d2020679-79d4-448c-8c0e-13fa51db9dd9,1,2025-09-26 20:24:06.756240+00,2025-09-26 20:24:18.756240+00
847f6b7c-5525-498a-9487-02993cb82e55,f2c95f80-da71-4926-a8b7-3149b4164e45,80bf27c4-ceeb-45bb-b9d0-3696000167be,492dcbf6-c442-4df3-a99b-5fa827ab8493,2,2025-08-31 00:41:52.756240+00,2025-08-31 00:42:54.756240+00
de788f72-0bd4-478e-8b90-40cb47457684,f2c95f80-da71-4926-a8b7-3149b4164e45,60a51ad1-ba52-43e5-9218-54e27ca857e0,c3515938-ff12-40d4-8352-daea474192c9,1,2025-08-31 00:41:59.756240+00,2025-08-31 00:43:52.756240+00
53f0e889-7592-4edb-beca-c630e16d6dbc,6872cb5b-5430-460e-b2d7-baa38e087eea,4b118e6e-16fe-4b89-b29c-17edd6303d62,ad7f4158-a2df-425a-b6c7-3ce98cccd3fc,2,2025-09-22 17:48:35.756240+00,2025-09-22 17:49:10.756240+00
9a3f0d82-ec46-4360-a6a6-5e1dfd106a7c,6872cb5b-5430-460e-b2d7-baa38e087eea,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd,89584e70-28c5-4717-9d91-e21b64675cc6,2,2025-10-04 21:49:07.756240+00,2025-10-04 21:50:16.756240+00
a62fc6d6-3cc3-4a04-964f-f6f14f1b141c,6872cb5b-5430-460e-b2d7-baa38e087eea,4b118e6e-16fe-4b89-b29c-17edd6303d62,38939684-116f-405d-b9f3-150235dd0e0e,2,2025-10-04 21:49:16.756240+00,2025-10-04 21:50:58.756240+00
757058eb-9d0d-4f6f-99e4-9e9673856f40,6872cb5b-5430-460e-b2d7-baa38e087eea,979f809c-bc8f-4eec-89ce-de32b4175b32,a08e6120-aecf-47ac-b82a-3deeb3e190f1,1,2025-08-20 11:50:16.756240+00,2025-08-20 11:51:01.756240+00
8e915ba5-38cc-42a9-bef7-32587e92c46e,6872cb5b-5430-460e-b2d7-baa38e087eea,de2ff47e-217a-4f7d-be31-1b2a9926eda9,40c12a54-1ec6-46b1-b668-829c1653e95c,1,2025-09-27 14:46:55.756240+00,2025-09-27 14:47:18.756240+00
cc7b4a67-9e03-4695-8dd8-7061ef261fdd,154e0ce8-9429-43ce-b35a-6e8a6a1eea13,1d19f678-f760-4786-9b01-1fb8917f0220,768d7e3e-b30a-4302-b609-2e9c40a7b450,1,2025-08-29 01:42:18.756240+00,2025-08-29 01:43:15.756240+00
d59dc579-e403-46e6-a847-c8ee9636cbed,154e0ce8-9429-43ce-b35a-6e8a6a1eea13,80bf27c4-ceeb-45bb-b9d0-3696000167be,e0a13f2e-ae29-45df-85bd-8465101931e8,1,2025-09-03 11:39:03.756240+00,2025-09-03 11:40:47.756240+00
b8456f15-8252-4261-a220-a14eca747534,154e0ce8-9429-43ce-b35a-6e8a6a1eea13,8b635074-268f-466c-949e-aaaf0b143834,a7915ab5-4f59-42ef-9899-af05570c2362,1,2025-09-11 19:02:54.756240+00,2025-09-11 19:03:52.756240+00
eef30bcf-12ec-4f94-bea9-7dd71e2c5f53,154e0ce8-9429-43ce-b35a-6e8a6a1eea13,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,2b6ff90a-7c59-484b-9a3f-732bf1043313,1,2025-09-11 19:03:33.756240+00,2025-09-11 19:05:33.756240+00
96afe18d-56b5-4e06-ae68-dc7a3825f012,154e0ce8-9429-43ce-b35a-6e8a6a1eea13,de2ff47e-217a-4f7d-be31-1b2a9926eda9,40c12a54-1ec6-46b1-b668-829c1653e95c,1,2025-08-14 02:18:16.756240+00,2025-08-14 02:20:10.756240+00
4f979570-e5ee-480d-8595-9a477864de76,154e0ce8-9429-43ce-b35a-6e8a6a1eea13,979f809c-bc8f-4eec-89ce-de32b4175b32,a08e6120-aecf-47ac-b82a-3deeb3e190f1,1,2025-09-03 00:27:49.756240+00,2025-09-03 00:29:29.756240+00
d1d4950c-2166-4fa8-953a-34e2e312feac,5494890e-56c4-447e-a82a-7e7332e6711f,1d19f678-f760-4786-9b01-1fb8917f0220,768d7e3e-b30a-4302-b609-2e9c40a7b450,1,2025-10-06 19:08:06.756240+00,2025-10-06 19:08:21.756240+00
d3bd09d5-c39b-4aa2-870b-a562ba8c9fc8,5494890e-56c4-447e-a82a-7e7332e6711f,cd548d76-1702-4cf5-a5d1-c2101fac11f2,5429e1e4-1607-4696-8b74-d3085cf8ffda,2,2025-10-06 19:08:37.756240+00,2025-10-06 19:10:05.756240+00
f760dcf0-9683-4307-8cb4-77d076f080ef,5494890e-56c4-447e-a82a-7e7332e6711f,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,2b6ff90a-7c59-484b-9a3f-732bf1043313,1,2025-08-21 14:59:49.756240+00,2025-08-21 15:00:26.756240+00
dc3afc03-0426-471c-b629-25c529c6fdd6,5494890e-56c4-447e-a82a-7e7332e6711f,979f809c-bc8f-4eec-89ce-de32b4175b32,a08e6120-aecf-47ac-b82a-3deeb3e190f1,1,2025-08-21 15:00:03.756240+00,2025-08-21 15:00:49.756240+00
23fe1cac-053b-4d56-bd82-7746985c385f,5494890e-56c4-447e-a82a-7e7332e6711f,979f809c-bc8f-4eec-89ce-de32b4175b32,a08e6120-aecf-47ac-b82a-3deeb3e190f1,1,2025-09-25 15:32:00.756240+00,2025-09-25 15:33:44.756240+00
e49f7dbf-8ec3-46a7-a3c8-7471d5aa911c,5494890e-56c4-447e-a82a-7e7332e6711f,4f37e0ee-e916-47ea-affc-4d01665bb2db,20cda505-cc52-4093-a493-055054d415f3,2,2025-09-06 18:22:43.756240+00,2025-09-06 18:23:59.756240+00
32643480-f157-4a6d-a358-5115ad88f23c,eea8c893-248d-40ad-a747-ed3a7ec298a6,aa9058c2-3702-4840-909d-4536f8ef27e7,ef0b69db-be9f-4fbb-be5d-c1e8b694b785,2,2025-09-21 14:35:47.756240+00,2025-09-21 14:36:44.756240+00
d35d1553-463d-48b6-98f0-73dbf7379f3c,eea8c893-248d-40ad-a747-ed3a7ec298a6,783a36aa-334d-4e88-88cf-65b04f6a0fc3,da5b40b9-dd00-40a2-ae26-61dffaed58d7,2,2025-10-06 19:48:20.756240+00,2025-10-06 19:48:49.756240+00
d022759f-bdb3-4006-bf25-86959a637593,eea8c893-248d-40ad-a747-ed3a7ec298a6,de2ff47e-217a-4f7d-be31-1b2a9926eda9,40c12a54-1ec6-46b1-b668-829c1653e95c,2,2025-10-06 19:48:35.756240+00,2025-10-06 19:49:57.756240+00
a2bafa2b-e803-4346-a71e-e87481627179,eea8c893-248d-40ad-a747-ed3a7ec298a6,80bf27c4-ceeb-45bb-b9d0-3696000167be,e30c40c5-80c2-43fb-814b-8237ad3c2656,1,2025-09-24 09:01:33.756240+00,2025-09-24 09:02:22.756240+00
f4292ef3-5caf-4754-997c-a8ce3caba371,eea8c893-248d-40ad-a747-ed3a7ec298a6,6d056ecb-5e47-44bb-b9ef-d33e87f98d96,78f495d4-109a-4d87-9e88-202641f031d5,1,2025-09-24 09:02:09.756240+00,2025-09-24 09:02:49.756240+00
0b907c65-64ae-4e5f-a24d-b0e36dacefc9,04c10be8-f8bb-47cf-a282-00bae07dfff6,274fb507-6d75-46b0-87f5-8d873644c52c,9bba37b9-5099-4190-a8eb-08fb51c3538b,2,2025-08-23 16:50:46.756240+00,2025-08-23 16:51:43.756240+00
879fe996-be93-4bb3-982b-c3ab7d587ddb,04c10be8-f8bb-47cf-a282-00bae07dfff6,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23,88b3b2d1-0e1f-4d17-ba34-c8c5fef08b4d,1,2025-08-23 16:51:12.756240+00,2025-08-23 16:53:03.756240+00
bbc5f844-5428-4a93-b722-72dd73b5e558,04c10be8-f8bb-47cf-a282-00bae07dfff6,979f809c-bc8f-4eec-89ce-de32b4175b32,a08e6120-aecf-47ac-b82a-3deeb3e190f1,2,2025-09-04 21:26:40.756240+00,2025-09-04 21:27:25.756240+00
72666644-beb9-4730-b159-194980d2fd6a,04c10be8-f8bb-47cf-a282-00bae07dfff6,8b635074-268f-466c-949e-aaaf0b143834,a48d0873-89b5-4347-8e99-82d0f08ab503,1,2025-09-04 21:27:20.756240+00,2025-09-04 21:29:00.756240+00
22fdd812-fd09-48fe-a0b5-328516459955,04c10be8-f8bb-47cf-a282-00bae07dfff6,274fb507-6d75-46b0-87f5-8d873644c52c,857ae682-b3b5-4ac0-a638-9024c5d69fb6,1,2025-09-09 18:42:54.756240+00,2025-09-09 18:44:26.756240+00
2a8208de-93e2-48e9-8acb-ae08416eaf24,04c10be8-f8bb-47cf-a282-00bae07dfff6,a72d121a-7487-438d-b961-cbbf19626135,09edce58-18d8-457d-8769-c9ef1763fbfd,1,2025-09-06 05:28:21.756240+00,2025-09-06 05:28:48.756240+00
ab34f46a-c514-4673-926e-505231eab219,04c10be8-f8bb-47cf-a282-00bae07dfff6,4f37e0ee-e916-47ea-affc-4d01665bb2db,1f691839-9a4a-46ed-9d11-ec5bc365f1c1,1,2025-09-06 05:28:56.756240+00,2025-09-06 05:29:55.756240+00
f192d570-3fbb-478e-9c8d-bcff8ea4afc3,a8339700-9ee1-4341-921d-c9c6f28cb533,5adb709a-3442-4a19-88f1-9ad37b4012bd,a630f4f6-93c4-4ed2-a708-35a4ab1db1d9,1,2025-08-28 01:33:58.756240+00,2025-08-28 01:34:15.756240+00
aa2bed8a-1272-44cd-adcc-75c8341b3bdf,a8339700-9ee1-4341-921d-c9c6f28cb533,de2ff47e-217a-4f7d-be31-1b2a9926eda9,40c12a54-1ec6-46b1-b668-829c1653e95c,1,2025-08-28 01:34:38.756240+00,2025-08-28 01:35:38.756240+00
0125e844-b02b-46d3-9c85-ac452ef0b8a1,a8339700-9ee1-4341-921d-c9c6f28cb533,45e64d53-de11-4614-8e1b-3b16aac95357,217876d9-7841-433c-a921-dcabf78eeb26,1,2025-09-18 07:10:20.756240+00,2025-09-18 07:11:27.756240+00
4b3be213-6627-427d-bc4a-0d362d90d750,d29d17f3-f574-4378-a099-3473cea55d61,783a36aa-334d-4e88-88cf-65b04f6a0fc3,6d67651d-e9b1-48da-aa97-a4dae1a4da1b,1,2025-10-06 08:09:56.756240+00,2025-10-06 08:10:37.756240+00
7c56c3d4-69ca-4b9f-a058-563ddc57aeb2,d29d17f3-f574-4378-a099-3473cea55d61,de2ff47e-217a-4f7d-be31-1b2a9926eda9,40c12a54-1ec6-46b1-b668-829c1653e95c,1,2025-09-16 16:39:04.756240+00,2025-09-16 16:39:59.756240+00
b65d898e-8fa1-4085-bf03-dd532f48275f,d29d17f3-f574-4378-a099-3473cea55d61,45e64d53-de11-4614-8e1b-3b16aac95357,28cc1e7c-af66-42b5-a860-2edf48220089,1,2025-10-05 09:55:32.756240+00,2025-10-05 09:56:20.756240+00
9dcda972-8261-4850-9fce-607d5c4e6ec0,d29d17f3-f574-4378-a099-3473cea55d61,a72d121a-7487-438d-b961-cbbf19626135,54b37feb-9b6b-4212-82d3-1ca965f2cd63,2,2025-09-30 15:55:30.756240+00,2025-09-30 15:56:30.756240+00
42cb5759-732d-48ae-978c-0e39096817e5,d29d17f3-f574-4378-a099-3473cea55d61,8b635074-268f-466c-949e-aaaf0b143834,c8f43a90-d1ef-4023-92f2-bc92c4838526,1,2025-09-30 15:55:58.756240+00,2025-09-30 15:57:17.756240+00
5c30a9cd-2c56-4f7b-af69-a65b51722120,57af11c4-19c6-4fdb-983e-62bce0c1746d,60a51ad1-ba52-43e5-9218-54e27ca857e0,c3515938-ff12-40d4-8352-daea474192c9,1,2025-08-31 19:59:10.756240+00,2025-08-31 20:00:26.756240+00
1b1cea46-4dcd-4f06-b89f-0123d07bd88a,57af11c4-19c6-4fdb-983e-62bce0c1746d,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,2b6ff90a-7c59-484b-9a3f-732bf1043313,1,2025-08-27 14:54:24.756240+00,2025-08-27 14:56:22.756240+00
e567bce9-12b2-4002-8813-9f460ede4c1a,57af11c4-19c6-4fdb-983e-62bce0c1746d,4f37e0ee-e916-47ea-affc-4d01665bb2db,20cda505-cc52-4093-a493-055054d415f3,2,2025-08-27 14:54:58.756240+00,2025-08-27 14:56:23.756240+00
6803a874-97ff-429b-8b12-f6a98f096c56,57af11c4-19c6-4fdb-983e-62bce0c1746d,4b118e6e-16fe-4b89-b29c-17edd6303d62,38939684-116f-405d-b9f3-150235dd0e0e,2,2025-09-21 02:01:00.756240+00,2025-09-21 02:01:23.756240+00
cb679393-d65c-4a5a-af8b-ca5986d6861f,2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,80bf27c4-ceeb-45bb-b9d0-3696000167be,9e9e1526-9f9e-4a4f-9d26-e46aa416f9f4,1,2025-08-16 06:32:53.756240+00,2025-08-16 06:33:51.756240+00
fab3844f-d8cb-4fc7-a8d5-ba86145d79fd,2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,80bf27c4-ceeb-45bb-b9d0-3696000167be,19e09e7b-c6b5-4623-aae7-03fac4bfe175,1,2025-08-16 06:33:26.756240+00,2025-08-16 06:35:11.756240+00
a43759bc-93e2-48ee-b934-cb336e4d3dfc,2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,b0de0f60-82c8-4e43-a209-4528f01d0b4a,e023286b-ba77-43ea-8ee0-f02e3c772f42,1,2025-08-15 17:46:38.756240+00,2025-08-15 17:47:04.756240+00
c7039a87-7306-485c-ab64-688559ba8c91,2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,1d19f678-f760-4786-9b01-1fb8917f0220,768d7e3e-b30a-4302-b609-2e9c40a7b450,2,2025-10-11 04:28:15.756240+00,2025-10-11 04:28:36.756240+00
720f6ac2-d0a3-4d85-a914-17ace9d295c9,8637f25c-464b-47f1-bbd1-045667331c62,de2ff47e-217a-4f7d-be31-1b2a9926eda9,40c12a54-1ec6-46b1-b668-829c1653e95c,1,2025-08-31 06:42:51.756240+00,2025-08-31 06:43:16.756240+00
6ba2b03a-c5f0-4871-ac4e-b1781c279467,8637f25c-464b-47f1-bbd1-045667331c62,1d19f678-f760-4786-9b01-1fb8917f0220,768d7e3e-b30a-4302-b609-2e9c40a7b450,1,2025-08-31 06:42:57.756240+00,2025-08-31 06:43:15.756240+00
593bc745-a9a9-49f6-8f25-71723659d193,8637f25c-464b-47f1-bbd1-045667331c62,60a51ad1-ba52-43e5-9218-54e27ca857e0,194550ab-8258-4b39-90e8-0b4c2e5286c1,1,2025-09-04 09:08:12.756240+00,2025-09-04 09:10:04.756240+00
7015d799-b42b-472b-adbc-12f305c24b1e,8637f25c-464b-47f1-bbd1-045667331c62,b0925a87-018c-48ca-a1dd-fa67f1d7446a,a730fe49-722d-461a-8290-bb61d5823708,1,2025-10-06 14:18:15.756240+00,2025-10-06 14:18:32.756240+00
f0f606e4-7ba1-4cf2-a230-79f62f63fba0,8637f25c-464b-47f1-bbd1-045667331c62,58bce0b5-fe59-44c4-a5e4-0242444215bf,0b24fd16-13c7-4eb4-be3c-4e75482f1ca3,1,2025-10-06 14:18:29.756240+00,2025-10-06 14:19:08.756240+00
9cd504c0-836d-426b-b2ed-1cc75aaa5fe6,8637f25c-464b-47f1-bbd1-045667331c62,274fb507-6d75-46b0-87f5-8d873644c52c,857ae682-b3b5-4ac0-a638-9024c5d69fb6,2,2025-09-11 06:07:55.756240+00,2025-09-11 06:08:27.756240+00
c31dea36-b477-4eee-9334-4fa0a411c61c,5441f23a-a8d6-4b5b-bfa5-043fad448dd3,cd548d76-1702-4cf5-a5d1-c2101fac11f2,9eaef92e-1c06-485b-bf5f-1567d80201c7,1,2025-09-28 16:50:35.756240+00,2025-09-28 16:52:27.756240+00
b7897d35-a237-4a63-821c-b2bdfd26001e,5441f23a-a8d6-4b5b-bfa5-043fad448dd3,100a25a8-1074-4082-bf3e-619e6bf0ed06,30da0001-042a-477d-8008-90217ac75308,1,2025-09-16 06:51:18.756240+00,2025-09-16 06:51:50.756240+00
a75cd699-909b-444b-b7dd-3651020cb149,5441f23a-a8d6-4b5b-bfa5-043fad448dd3,b0925a87-018c-48ca-a1dd-fa67f1d7446a,a730fe49-722d-461a-8290-bb61d5823708,1,2025-08-17 12:18:30.756240+00,2025-08-17 12:19:13.756240+00
6466f9d9-7213-46a6-a21b-447e2d9bd30a,719468f4-e599-444a-8613-f797f5c5382d,1d19f678-f760-4786-9b01-1fb8917f0220,768d7e3e-b30a-4302-b609-2e9c40a7b450,1,2025-08-18 13:23:10.756240+00,2025-08-18 13:24:44.756240+00
2a21423d-5359-4405-b19c-d8da443fb9aa,719468f4-e599-444a-8613-f797f5c5382d,5adb709a-3442-4a19-88f1-9ad37b4012bd,a630f4f6-93c4-4ed2-a708-35a4ab1db1d9,2,2025-09-29 02:10:55.756240+00,2025-09-29 02:12:20.756240+00
cc968187-8ac5-4522-9338-c44cd38f66a0,f04d0b38-0e7f-453e-9639-60c5a5424527,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,2b6ff90a-7c59-484b-9a3f-732bf1043313,1,2025-09-19 07:00:02.756240+00,2025-09-19 07:00:47.756240+00
62ed28aa-9d09-4567-9240-06344ed032e0,f04d0b38-0e7f-453e-9639-60c5a5424527,45e64d53-de11-4614-8e1b-3b16aac95357,f3f49c1c-4bc8-4873-96ec-5b00c17077fd,2,2025-09-08 16:32:56.756240+00,2025-09-08 16:33:56.756240+00
8f125cfb-230f-4568-912d-2c1dfc99e9e1,b2367932-0737-4ec5-b76c-cf0e9c4e4a38,8b635074-268f-466c-949e-aaaf0b143834,0c8977dd-8e3b-4c3d-9d12-7c368143651f,1,2025-09-24 08:28:30.756240+00,2025-09-24 08:30:12.756240+00
daf505ae-7c03-4e8f-bdbe-f58489aabd27,b2367932-0737-4ec5-b76c-cf0e9c4e4a38,b0de0f60-82c8-4e43-a209-4528f01d0b4a,e023286b-ba77-43ea-8ee0-f02e3c772f42,1,2025-09-29 07:17:33.756240+00,2025-09-29 07:18:38.756240+00
06cacd40-fd8e-4708-974f-4c88e8950da3,b2367932-0737-4ec5-b76c-cf0e9c4e4a38,80bf27c4-ceeb-45bb-b9d0-3696000167be,19e09e7b-c6b5-4623-aae7-03fac4bfe175,1,2025-08-13 17:12:42.756240+00,2025-08-13 17:13:26.756240+00
837cd4ae-cad2-4fda-b8e3-877b18ae83f2,d9ef721c-fa47-4806-9bab-4c28d3b1f50f,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,36823b9c-0525-40aa-be51-e57a5bfb6cd1,2,2025-09-30 01:47:10.756240+00,2025-09-30 01:48:45.756240+00
aa42050f-4b05-4aae-9a17-9e8794397799,4cc5991b-ce3b-4cf7-bd9e-347abdeebd19,45e64d53-de11-4614-8e1b-3b16aac95357,28cc1e7c-af66-42b5-a860-2edf48220089,1,2025-09-05 12:51:46.756240+00,2025-09-05 12:53:20.756240+00
cd37b944-8d83-4315-9cd2-ae4b24859c6c,4cc5991b-ce3b-4cf7-bd9e-347abdeebd19,60a51ad1-ba52-43e5-9218-54e27ca857e0,65f8e37b-f8a3-45aa-9094-9ce48c2d783d,2,2025-09-20 12:17:19.756240+00,2025-09-20 12:18:57.756240+00
b40fb765-0849-4e2d-bc36-3b6b0c496a0c,4cc5991b-ce3b-4cf7-bd9e-347abdeebd19,979f809c-bc8f-4eec-89ce-de32b4175b32,a08e6120-aecf-47ac-b82a-3deeb3e190f1,2,2025-10-04 09:18:03.756240+00,2025-10-04 09:18:22.756240+00
aebf7567-344b-4226-9d2a-361f29347b13,4cc5991b-ce3b-4cf7-bd9e-347abdeebd19,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,36823b9c-0525-40aa-be51-e57a5bfb6cd1,1,2025-09-23 11:58:51.756240+00,2025-09-23 12:00:07.756240+00
607d3bc3-695f-43a7-b7c3-b4a34b8612c5,4cc5991b-ce3b-4cf7-bd9e-347abdeebd19,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23,d6f2de85-9a6e-4aab-876d-10111f3178b7,1,2025-09-23 11:59:19.756240+00,2025-09-23 11:59:34.756240+00
e14a322c-5676-4785-b35d-e813e4191ddc,65c76353-4798-4dc3-930b-464c17672787,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd,89584e70-28c5-4717-9d91-e21b64675cc6,1,2025-09-04 03:30:02.756240+00,2025-09-04 03:30:35.756240+00
675b29fa-2013-4a4d-bd66-da17307159a5,291dd9ff-830c-404a-932c-b7bf4afbc6a7,aa9058c2-3702-4840-909d-4536f8ef27e7,ef0b69db-be9f-4fbb-be5d-c1e8b694b785,1,2025-08-22 11:01:37.756240+00,2025-08-22 11:02:33.756240+00
7f56570a-79b6-4a1a-b2d9-7f2897f12bf6,291dd9ff-830c-404a-932c-b7bf4afbc6a7,6d056ecb-5e47-44bb-b9ef-d33e87f98d96,78f495d4-109a-4d87-9e88-202641f031d5,1,2025-08-22 11:02:19.756240+00,2025-08-22 11:03:17.756240+00
524c3c40-59da-4bc6-9d6f-93596ecff3d0,291dd9ff-830c-404a-932c-b7bf4afbc6a7,b0925a87-018c-48ca-a1dd-fa67f1d7446a,a730fe49-722d-461a-8290-bb61d5823708,1,2025-09-18 17:41:21.756240+00,2025-09-18 17:42:22.756240+00
9f5ad358-4296-465c-b5ab-3d6cab3fa230,291dd9ff-830c-404a-932c-b7bf4afbc6a7,b6ce3169-694b-4c53-97e3-97364d3c6f4b,f831dfaa-252d-49cd-9359-0e041067c2a7,1,2025-09-01 04:17:29.756240+00,2025-09-01 04:18:27.756240+00
6132f600-410e-4f45-bcc9-5ceccde5d2a8,291dd9ff-830c-404a-932c-b7bf4afbc6a7,1d19f678-f760-4786-9b01-1fb8917f0220,768d7e3e-b30a-4302-b609-2e9c40a7b450,1,2025-08-22 21:14:40.756240+00,2025-08-22 21:16:01.756240+00
067195f3-cd38-47b7-bc15-13d2f314a0d6,291dd9ff-830c-404a-932c-b7bf4afbc6a7,783a36aa-334d-4e88-88cf-65b04f6a0fc3,1e9df4f6-1130-472b-b946-bfb2d57a399e,1,2025-08-22 06:48:27.756240+00,2025-08-22 06:50:03.756240+00
2f352670-2cc7-42ec-b1a2-a0756de9124e,6f28061d-732b-4a6a-8acb-fca7f665b58e,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd,0b0e0353-5106-4d51-8a50-6f4b5136b34f,1,2025-09-18 20:59:41.756240+00,2025-09-18 21:01:26.756240+00
83ced15d-7bc4-40c0-9bab-c4e5c3fb9670,6f28061d-732b-4a6a-8acb-fca7f665b58e,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd,89584e70-28c5-4717-9d91-e21b64675cc6,1,2025-09-10 18:51:18.756240+00,2025-09-10 18:52:55.756240+00
0812fc33-d128-436a-8879-de9b662964e6,6f28061d-732b-4a6a-8acb-fca7f665b58e,b6ce3169-694b-4c53-97e3-97364d3c6f4b,3cf62b7f-903d-478b-9456-e4a2fc5e9ed8,1,2025-09-10 18:51:34.756240+00,2025-09-10 18:52:42.756240+00
