id,user_id,product_id,created_at
dd6d5b69-1a5a-4b00-a673-0ef23e6af543,04c10be8-f8bb-47cf-a282-00bae07dfff6,8b635074-268f-466c-949e-aaaf0b143834,2025-09-04 21:26:06.756240+00
770401b6-d7a4-4d7b-a4f9-b6ce1ad94231,a8339700-9ee1-4341-921d-c9c6f28cb533,de2ff47e-217a-4f7d-be31-1b2a9926eda9,2025-08-17 03:57:31.756240+00
573a1854-02d7-4a76-bc5f-711cd0bcece5,d29d17f3-f574-4378-a099-3473cea55d61,de2ff47e-217a-4f7d-be31-1b2a9926eda9,2025-09-16 16:38:38.756240+00
31b53751-f679-4c40-bf67-5c851a9e9666,57af11c4-19c6-4fdb-983e-62bce0c1746d,4f37e0ee-e916-47ea-affc-4d01665bb2db,2025-08-27 14:53:46.756240+00
054efb0c-ed5f-4932-b0ae-1ca513c65981,57af11c4-19c6-4fdb-983e-62bce0c1746d,4b118e6e-16fe-4b89-b29c-17edd6303d62,2025-09-21 02:00:38.756240+00
912c5f8d-61aa-4f6c-b18d-b2fd91538924,2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,b0de0f60-82c8-4e43-a209-4528f01d0b4a,2025-08-15 17:46:19.756240+00
ef92f1a3-0ccd-47e7-a040-95fba82a095b,2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,a72d121a-7487-438d-b961-cbbf19626135,2025-09-03 05:48:53.756240+00
46161e96-fd6d-4212-9265-f4be500368e1,8637f25c-464b-47f1-bbd1-045667331c62,1d19f678-f760-4786-9b01-1fb8917f0220,2025-08-31 06:42:36.756240+00
a839d1f5-d8d0-44cc-b3c6-57f304f16deb,719468f4-e599-444a-8613-f797f5c5382d,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd,2025-09-29 02:10:47.756240+00
444ec4ec-011e-45f7-b5c7-092543d1f923,f04d0b38-0e7f-453e-9639-60c5a5424527,b0de0f60-82c8-4e43-a209-4528f01d0b4a,2025-09-19 06:59:45.756240+00
f01e6dc7-d2ee-4f6b-81b0-4efa241372d8,b2367932-0737-4ec5-b76c-cf0e9c4e4a38,b0925a87-018c-48ca-a1dd-fa67f1d7446a,2025-09-29 07:17:15.756240+00
89dfc656-331b-4fe6-a8cf-e34461625e3b,b2367932-0737-4ec5-b76c-cf0e9c4e4a38,5adb709a-3442-4a19-88f1-9ad37b4012bd,2025-08-13 17:12:28.756240+00
632bfa19-813e-47b2-ab9d-9eb318246d0a,d9ef721c-fa47-4806-9bab-4c28d3b1f50f,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,2025-09-30 01:46:37.756240+00
b519edf1-83ae-44ea-9d77-fc1ac97ab2a3,4cc5991b-ce3b-4cf7-bd9e-347abdeebd19,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,2025-09-23 11:58:31.756240+00
d012d800-be78-473f-8c05-91003ed77850,65c76353-4798-4dc3-930b-464c17672787,1d19f678-f760-4786-9b01-1fb8917f0220,2025-10-06 21:08:24.756240+00
39f68c85-2432-4d74-8f97-f13cc6a4bf00,6f28061d-732b-4a6a-8acb-fca7f665b58e,6d056ecb-5e47-44bb-b9ef-d33e87f98d96,2025-10-04 18:52:33.756240+00
b955bc48-3c5c-4710-9da4-4abaafb72682,6eb1b6be-24d7-4b61-94a9-54e0ebfe2588,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23,2025-08-24 06:26:00.756240+00
76d003ea-83e0-421d-9c65-f99d964e2376,6eb1b6be-24d7-4b61-94a9-54e0ebfe2588,de2ff47e-217a-4f7d-be31-1b2a9926eda9,2025-08-18 03:04:57.756240+00
5997e51d-f81a-4ee0-9d6b-8683d3f1ba38,5bf23fee-fecd-4fe6-9167-638886e94b07,5adb709a-3442-4a19-88f1-9ad37b4012bd,2025-09-12 17:12:49.756240+00
eb065ff3-f1d8-4262-9fe8-5739cd7a0522,5bf23fee-fecd-4fe6-9167-638886e94b07,8b635074-268f-466c-949e-aaaf0b143834,2025-08-13 18:50:37.756240+00
9e772b6d-6839-4751-842c-8d4d05cbcc61,5bf23fee-fecd-4fe6-9167-638886e94b07,b0925a87-018c-48ca-a1dd-fa67f1d7446a,2025-08-28 17:49:55.756240+00
89304ccf-f335-4743-b1cb-7314fd7f384b,9fd8cf62-8628-4e31-8c09-bed1b3bda164,b0925a87-018c-48ca-a1dd-fa67f1d7446a,2025-09-14 19:44:57.756240+00
1f8510ac-3f9b-454c-a084-11db340f9b33,9fd8cf62-8628-4e31-8c09-bed1b3bda164,100a25a8-1074-4082-bf3e-619e6bf0ed06,2025-10-07 15:54:23.756240+00
